order_id,order_datetime,address_raw,city,pincode,customer_id,past_failures,distance_km,time_slot,delivery_status,failure_reason
ORD01126,2026-03-25 16:25:00,near temple 12th cross jp nagar bengaluru,Bengaluru,,C0222,1,9.1,afternoon,failed,rescheduled
ORD01127,2026-03-07 16:05:00,behind mall 2th cross btm layout bengaluru,Bengaluru,560000,C0565,0,2.9,afternoon,delivered,
ORD01128,2026-03-26 13:15:00,behind mall 9th cross jp nagar bengaluru,Bengaluru,560000,C0520,0,4.7,afternoon,delivered,
ORD01129,2026-03-04 09:15:00,near metro 7th crs jp nagar blru,Bengaluru,560078,C0896,0,20.0,morning,delivered,
ORD01130,2026-03-03 16:15:00,near temple 1th crs marathahalli blru,Bengaluru,560037,C0677,0,5.6,afternoon,delivered,
ORD01131,2026-03-26 09:05:00,near temple 1th cross bellandur bengaluru,Bengaluru,560103,C1131,1,10.2,morning,delivered,
ORD01132,2026-03-25 20:45:00,close to lake 12th crs hsr layout blru ???,Bengaluru,560102,C1028,2,14.2,night,delivered,
ORD01133,2026-03-21 18:25:00,beside park 11th cross btm layout,Bengaluru,560076,C0247,2,18.7,evening,delivered,
ORD01134,2026-03-18 16:45:00,beside park 5th cross marathahalli bengaluru,Bengaluru,560037,C0357,0,18.3,afternoon,failed,rescheduled
ORD01135,2026-03-24 11:15:00,near temple 10th cross marathahalli,Bengaluru,560037,C0339,1,12.2,morning,delivered,
ORD01136,2026-03-01 20:15:00,near temple 2th cross marathahalli bengaluru,Bengaluru,560037,C0532,0,9.8,night,delivered,
ORD01137,2026-03-08 18:05:00,near metro 8th cross hsr layout bengaluru,Bengaluru,560102,C0046,2,12.7,evening,delivered,
ORD01138,2026-03-19 18:55:00,near metro 7th cross kengeri bengaluru,Bengaluru,560060,C0925,3,10.7,evening,delivered,
ORD01139,2026-03-24 18:45:00,near temple 9th cross electronic city bengaluru,Bengaluru,560100,C0972,1,9.4,evening,failed,rescheduled
ORD01140,2026-03-27 20:05:00,near temple 11th cross jp nagar bengaluru,Bengaluru,560078,C0554,2,8.2,night,delivered,
ORD01141,2026-03-14 18:55:00,close to lake 8th cross indiranagar ???,Bengaluru,560038,C0242,1,9.8,evening,delivered,
ORD01142,2026-03-14 09:45:00,beside park 5th cross jayanagar bengaluru,Bengaluru,560011,C0773,1,10.4,morning,delivered,
ORD01143,2026-03-19 09:35:00,near temple 10th cross electronic city bengaluru,Bengaluru,560100,C0786,2,13.7,morning,delivered,
ORD01144,2026-03-09 11:55:00,beside park 1th crs kengeri blru,Bengaluru,560060,C0729,1,6.0,morning,delivered,
ORD01145,2026-03-14 11:55:00,opp school 5th cross bellandur bengaluru,Bengaluru,560103,C0893,1,1.0,morning,delivered,
ORD01146,2026-03-16 13:35:00,near temple 10th cross indiranagar bengaluru,Bengaluru,,C0232,4,11.0,afternoon,delivered,
ORD01147,2026-03-12 20:15:00,opp school 12th cross bellandur bengaluru,Bengaluru,560103,C0001,4,13.2,night,delivered,
ORD01148,2026-03-02 11:15:00,close to lake 1th cross electronic city bengaluru,Bengaluru,560100,C1015,0,10.7,morning,delivered,
ORD01149,2026-03-20 13:05:00,near metro 7th cross indiranagar,Bengaluru,560038,C0134,1,17.6,evening,delivered,
ORD01150,2026-03-09 11:55:00,close to lake 1th cross kengeri bengaluru,Bengaluru,560000,C0164,1,11.4,morning,failed,out_of_zone
ORD01151,2026-03-28 16:45:00,close to lake 7th cross jayanagar bengaluru,Bengaluru,560011,C0510,2,17.0,afternoon,delivered,
ORD01152,2026-03-20 16:55:00,near temple 6th cross bellandur bengaluru,Bengaluru,560103,C0227,0,10.6,afternoon,delivered,
ORD01153,2026-03-24 18:15:00,opp school 12th cross hsr layout bengaluru ???,Bengaluru,560102,C0972,0,17.1,evening,failed,wrong_address
ORD01154,2026-03-02 20:55:00,beside park 6th cross marathahalli bengaluru,Bengaluru,560037,C1187,1,15.3,night,failed,rescheduled
ORD01155,2026-03-02 13:45:00,opp school 5th cross electronic city bengaluru,Bengaluru,560100,C0771,0,1.5,afternoon,delivered,
ORD01156,2026-03-26 20:25:00,behind mall 7th cross marathahalli,Bengaluru,560037,C0868,3,12.7,night,failed,rescheduled
ORD01157,2026-03-18 16:25:00,opp school 4th cross jp nagar bengaluru ???,Bengaluru,560078,C0757,1,15.9,afternoon,failed,rescheduled
ORD01158,2026-03-28 16:15:00,close to lake 6th cross marathahalli bengaluru,Bengaluru,560037,C0872,2,7.4,afternoon,failed,customer_unavailable
ORD01159,2026-03-05 09:15:00,close to lake 11th cross indiranagar bengaluru,Bengaluru,560038,C0800,4,16.2,morning,delivered,
ORD01160,2026-03-06 09:05:00,behind mall 9th cross btm layout bengaluru,Bengaluru,560076,C1100,4,2.8,morning,failed,wrong_address
ORD01161,2026-03-17 16:45:00,near temple 3th cross hsr layout bengaluru,Bengaluru,560102,C0028,1,10.4,afternoon,delivered,
ORD01162,2026-03-23 16:15:00,close to lake 2th cross jayanagar,Bengaluru,,C0981,0,4.1,afternoon,delivered,
ORD01163,2026-03-12 11:35:00,behind mall 11th cross electronic city bengaluru,Bengaluru,560100,C0262,2,17.5,morning,failed,wrong_address
ORD01164,2026-03-17 20:15:00,near temple 11th cross kengeri bengaluru,Bengaluru,560060,C0957,0,16.1,night,failed,rescheduled
ORD01165,2026-03-04 11:05:00,near metro 10th cross indiranagar bengaluru,Bengaluru,560038,C0174,0,18.8,morning,delivered,
ORD01166,2026-03-25 16:35:00,opp school 1th cross jp nagar bengaluru,Bengaluru,560078,C0150,1,13.3,afternoon,delivered,
ORD01167,2026-03-01 13:55:00,opp school 1th cross jp nagar bengaluru,Bengaluru,560078,C0471,0,17.1,afternoon,delivered,
ORD01168,2026-03-17 20:45:00,behind mall 1th crs electronic city blru,Bengaluru,560100,C0213,0,18.0,night,delivered,
ORD01169,2026-03-28 09:55:00,behind mall 3th cross kengeri bengaluru,Bengaluru,560060,C0537,1,6.4,morning,delivered,
ORD01170,2026-03-07 09:45:00,beside park 12th cross marathahalli bengaluru,Bengaluru,560037,C0657,3,14.1,morning,delivered,
ORD01171,2026-03-04 20:45:00,close to lake 7th cross whitefield bengaluru,Bengaluru,560066,C1054,1,10.5,night,delivered,
ORD01172,2026-03-02 20:45:00,near temple 5th cross indiranagar bengaluru,Bengaluru,560038,C0184,4,10.1,night,failed,pincode_mismatch
ORD01173,2026-03-23 20:35:00,near metro 8th cross kengeri bengaluru,Bengaluru,560060,C0231,0,18.2,night,failed,pincode_mismatch
ORD01174,2026-03-27 09:35:00,near temple 12th cross jp nagar bengaluru,Bengaluru,560078,C0240,3,5.0,morning,failed,wrong_address
ORD01175,2026-03-01 11:15:00,close to lake 10th cross indiranagar bengaluru,Bengaluru,,C0792,1,8.2,night,delivered,
ORD01176,2026-03-03 09:45:00,close to lake 4th cross hsr layout bengaluru,Bengaluru,,C0175,0,8.3,morning,failed,pincode_mismatch
ORD01177,2026-03-09 09:35:00,behind mall 7th cross kengeri bengaluru,Bengaluru,560060,C0072,2,17.3,morning,delivered,
ORD01178,2026-03-25 11:55:00,behind mall 6th cross btm layout bengaluru,Bengaluru,,C0041,1,15.3,morning,failed,wrong_address
ORD01179,2026-03-13 16:55:00,behind mall 2th cross marathahalli bengaluru,Bengaluru,560037,C0578,0,1.2,afternoon,delivered,
ORD01180,2026-03-11 16:45:00,beside park 1th cross btm layout,Bengaluru,560076,C0881,1,18.5,afternoon,delivered,
ORD01181,2026-03-10 18:15:00,beside park 10th cross marathahalli,Bengaluru,560037,C1138,0,14.8,evening,delivered,
ORD01182,2026-03-04 20:45:00,behind mall 1th cross kengeri bengaluru,Bengaluru,560060,C0159,4,13.5,night,delivered,
ORD01183,2026-03-01 16:35:00,close to lake 6th cross bellandur bengaluru,Bengaluru,560103,C0383,0,1.4,afternoon,delivered,
ORD01184,2026-03-03 09:25:00,opp school 2th cross marathahalli bengaluru,Bengaluru,560037,C0242,0,18.9,morning,delivered,
ORD01185,2026-03-10 16:35:00,near temple 2th cross jp nagar bengaluru,Bengaluru,560078,C0189,1,3.6,afternoon,delivered,
ORD01186,2026-03-13 20:45:00,behind mall 9th cross bellandur bengaluru,Bengaluru,560103,C0542,1,4.4,night,delivered,
ORD01187,2026-03-04 13:15:00,behind mall 7th cross electronic city bengaluru,Bengaluru,560100,C0752,0,6.6,afternoon,delivered,
ORD01188,2026-03-19 09:55:00,beside park 5th cross jp nagar bengaluru,Bengaluru,560078,C0963,0,8.6,morning,delivered,
ORD01189,2026-03-18 18:15:00,beside park 9th cross indiranagar bengaluru,Bengaluru,,C0537,3,17.8,evening,failed,out_of_zone
ORD01190,2026-03-14 09:15:00,close to lake 12th cross whitefield,Bengaluru,560066,C0003,0,2.3,evening,delivered,
ORD01191,2026-03-26 11:35:00,near temple 12th cross bellandur bengaluru,Bengaluru,,C1167,2,2.6,morning,delivered,
ORD01192,2026-03-02 11:05:00,beside park 5th cross indiranagar bengaluru,Bengaluru,,C1176,2,12.3,morning,delivered,
ORD01193,2026-03-11 18:55:00,beside park 10th cross jayanagar bengaluru,Bengaluru,560011,C0527,0,13.3,evening,delivered,
ORD01194,2026-03-14 16:05:00,beside park 4th cross jayanagar bengaluru,Bengaluru,560011,C0145,0,12.9,afternoon,delivered,
ORD01195,2026-03-02 13:25:00,near temple 8th cross btm layout bengaluru,Bengaluru,560076,C0738,2,13.6,afternoon,delivered,
ORD01196,2026-03-25 13:45:00,beside park 5th cross jp nagar bengaluru,Bengaluru,560078,C1123,0,17.6,afternoon,delivered,
ORD01197,2026-03-10 20:25:00,opp school 7th cross whitefield bengaluru,Bengaluru,560066,C0832,1,11.4,night,delivered,
ORD01198,2026-03-11 18:05:00,behind mall 8th cross indiranagar bengaluru,Bengaluru,,C0422,1,9.4,evening,delivered,
ORD01199,2026-03-27 11:55:00,beside park 11th cross bellandur bengaluru,Bengaluru,560103,C0479,1,7.3,morning,delivered,
ORD01200,2026-03-15 09:05:00,behind mall 5th cross hsr layout bengaluru,Bengaluru,,C0363,3,2.8,morning,delivered,
ORD01201,2026-03-13 20:05:00,close to lake 2th cross indiranagar bengaluru,Bengaluru,560038,C0374,0,5.4,night,delivered,
ORD01202,2026-03-12 13:45:00,near temple 2th cross jp nagar bengaluru,Bengaluru,560078,C0711,0,4.0,afternoon,delivered,
ORD01203,2026-03-21 13:35:00,near temple 8th cross bellandur bengaluru,Bengaluru,560000,C0725,0,9.3,afternoon,delivered,
ORD01204,2026-03-21 20:25:00,behind mall 11th cross bellandur bengaluru,Bengaluru,560000,C1186,1,16.8,afternoon,failed,wrong_address
ORD01205,2026-03-05 13:25:00,behind mall 2th crs btm layout blru,Bengaluru,560076,C0454,3,9.1,afternoon,failed,rescheduled
ORD01206,2026-03-18 18:15:00,opp school 1th cross bellandur ???,Bengaluru,560103,C1167,2,5.6,evening,delivered,
ORD01207,2026-03-01 09:55:00,near metro 7th cross bellandur bengaluru ???,Bengaluru,,C0495,1,18.4,morning,delivered,
ORD01208,2026-03-23 18:25:00,behind mall 5th cross jp nagar bengaluru,Bengaluru,560078,C0006,2,19.2,evening,failed,out_of_zone
ORD01209,2026-03-25 16:35:00,near temple 2th cross jp nagar bengaluru,Bengaluru,560078,C0802,0,7.2,afternoon,delivered,
ORD01210,2026-03-15 13:05:00,close to lake 3th cross indiranagar bengaluru,Bengaluru,560038,C0032,0,2.2,afternoon,delivered,
ORD01211,2026-03-21 18:05:00,near metro 9th cross btm layout bengaluru,Bengaluru,,C0239,1,13.9,evening,failed,wrong_address
ORD01212,2026-03-08 16:35:00,beside park 6th cross marathahalli bengaluru,Bengaluru,560037,C0924,1,1.1,afternoon,delivered,
ORD01213,2026-03-03 18:15:00,opp school 4th cross electronic city bengaluru,Bengaluru,560100,C0290,2,15.7,evening,failed,out_of_zone
ORD01214,2026-03-06 13:45:00,beside park 2th crs electronic city blru,Bengaluru,560100,C1128,4,17.9,night,delivered,
ORD01215,2026-03-14 11:15:00,near temple 6th cross btm layout bengaluru,Bengaluru,560076,C1002,0,13.3,morning,delivered,
ORD01216,2026-03-19 20:25:00,near metro 9th crs btm layout blru,Bengaluru,560076,C0964,2,10.6,morning,delivered,
ORD01217,2026-03-04 20:55:00,opp school 8th cross indiranagar bengaluru,Bengaluru,560038,C1122,1,14.5,night,failed,out_of_zone
ORD01218,2026-03-19 11:45:00,near temple 11th crs bellandur blru,Bengaluru,560103,C0333,0,10.7,morning,delivered,
ORD01219,2026-03-18 09:15:00,opp school 11th cross btm layout,Bengaluru,560076,C0571,0,3.4,morning,delivered,
ORD01220,2026-03-24 20:15:00,near metro 10th cross whitefield bengaluru,Bengaluru,560066,C0027,2,2.3,night,delivered,
ORD01221,2026-03-07 09:55:00,opp school 12th cross indiranagar bengaluru,Bengaluru,560038,C0212,0,14.6,morning,delivered,
ORD01222,2026-03-07 13:55:00,beside park 4th crs whitefield blru ???,Bengaluru,560066,C0473,1,8.9,afternoon,delivered,
ORD01223,2026-03-12 16:35:00,close to lake 1th cross jp nagar bengaluru,Bengaluru,560078,C0152,1,12.6,afternoon,delivered,
ORD01224,2026-03-28 13:35:00,near temple 1th cross jp nagar bengaluru,Bengaluru,560078,C0137,3,4.0,afternoon,delivered,
ORD01225,2026-03-06 16:35:00,near temple 9th crs bellandur blru,Bengaluru,560103,C0856,0,17.5,afternoon,delivered,
ORD01226,2026-03-13 16:05:00,behind mall 6th crs marathahalli blru,Bengaluru,560037,C0616,0,3.9,afternoon,delivered,
ORD01227,2026-03-13 16:35:00,beside park 6th crs btm layout blru,Bengaluru,560076,C0266,2,12.5,afternoon,delivered,
ORD01228,2026-03-14 16:15:00,beside park 11th crs indiranagar blru,Bengaluru,560038,C0657,0,6.6,afternoon,delivered,
ORD01229,2026-03-04 20:15:00,beside park 10th cross jayanagar bengaluru,Bengaluru,560011,C0303,2,13.1,night,delivered,
ORD01230,2026-03-27 20:25:00,near metro 6th cross whitefield bengaluru,Bengaluru,560066,C0577,1,11.8,night,delivered,
ORD01231,2026-03-22 11:25:00,close to lake 4th crs jp nagar blru,Bengaluru,560078,C1023,0,6.0,afternoon,delivered,
ORD01232,2026-03-24 09:25:00,close to lake 5th cross marathahalli bengaluru,Bengaluru,560037,C0550,3,15.8,morning,delivered,
ORD01233,2026-03-08 11:25:00,close to lake 10th cross electronic city bengaluru,Bengaluru,560100,C0575,1,19.8,morning,delivered,
ORD01234,2026-03-11 09:15:00,near metro 5th cross indiranagar bengaluru,Bengaluru,560000,C0293,0,14.3,morning,delivered,
ORD01235,2026-03-13 13:45:00,beside park 5th crs electronic city blru,Bengaluru,560100,C0545,2,4.5,afternoon,delivered,
ORD01236,2026-03-27 16:05:00,opp school 3th cross indiranagar bengaluru,Bengaluru,560038,C0633,4,19.1,afternoon,failed,customer_unavailable
ORD01237,2026-03-14 16:45:00,near temple 1th cross btm layout bengaluru,Bengaluru,560076,C0730,2,5.3,afternoon,delivered,
ORD01238,2026-03-03 11:05:00,opp school 4th cross indiranagar bengaluru,Bengaluru,560038,C0887,1,2.8,morning,delivered,
ORD01239,2026-03-09 16:25:00,close to lake 3th cross kengeri bengaluru,Bengaluru,560000,C0842,1,13.9,afternoon,delivered,
ORD01240,2026-03-08 20:15:00,beside park 4th cross electronic city,Bengaluru,560100,C0096,1,3.5,night,failed,rescheduled
ORD01241,2026-03-03 16:45:00,opp school 8th cross indiranagar bengaluru,Bengaluru,,C0655,0,10.9,evening,failed,out_of_zone
ORD01242,2026-03-01 09:35:00,opp school 7th cross whitefield bengaluru,Bengaluru,560066,C0072,0,11.9,morning,delivered,
ORD01243,2026-03-13 09:15:00,close to lake 1th cross whitefield bengaluru,Bengaluru,560066,C0505,0,3.9,morning,delivered,
ORD01244,2026-03-12 11:55:00,opp school 3th cross electronic city bengaluru,Bengaluru,560100,C0390,0,18.0,morning,delivered,
ORD01245,2026-03-06 18:45:00,opp school 6th cross kengeri bengaluru,Bengaluru,560060,C0072,2,14.1,evening,delivered,
ORD01246,2026-03-02 16:05:00,near temple 9th cross jp nagar bengaluru,Bengaluru,560078,C0029,1,10.7,afternoon,failed,out_of_zone
ORD01247,2026-03-04 11:35:00,near metro 11th cross hsr layout bengaluru,Bengaluru,560102,C1010,2,16.6,morning,delivered,
ORD01248,2026-03-18 20:25:00,opp school 3th cross marathahalli bengaluru,Bengaluru,560037,C0313,2,10.1,night,delivered,
ORD01249,2026-03-17 11:55:00,close to lake 12th cross indiranagar bengaluru,Bengaluru,560038,C0378,2,6.5,morning,delivered,
ORD01250,2026-03-13 20:25:00,close to lake 1th cross indiranagar bengaluru,Bengaluru,560038,C0981,2,12.7,afternoon,delivered,
ORD01251,2026-03-04 09:55:00,opp school 1th cross whitefield bengaluru,Bengaluru,560066,C0250,0,14.0,morning,delivered,
ORD01252,2026-03-01 13:15:00,near metro 5th cross kengeri bengaluru,Bengaluru,560060,C0749,0,15.7,afternoon,delivered,
ORD01253,2026-03-24 09:25:00,opp school 11th cross marathahalli bengaluru,Bengaluru,,C0148,1,7.9,morning,delivered,
ORD01254,2026-03-11 18:55:00,beside park 10th cross hsr layout bengaluru,Bengaluru,560102,C0379,0,11.8,evening,delivered,
ORD01255,2026-03-26 16:05:00,near metro 11th cross btm layout bengaluru,Bengaluru,,C0151,0,9.3,afternoon,failed,customer_unavailable
ORD01256,2026-03-14 11:55:00,near temple 10th cross bellandur bengaluru,Bengaluru,560103,C0991,1,9.8,morning,delivered,
ORD01257,2026-03-25 09:45:00,behind mall 12th cross whitefield bengaluru,Bengaluru,560066,C0861,1,8.4,morning,delivered,
ORD01258,2026-03-07 11:55:00,near temple 10th crs electronic city blru,Bengaluru,560100,C1050,2,18.1,morning,failed,pincode_mismatch
ORD01259,2026-03-04 11:15:00,behind mall 8th cross electronic city bengaluru,Bengaluru,,C0582,0,12.1,morning,delivered,
ORD01260,2026-03-02 09:55:00,beside park 8th cross jp nagar bengaluru,Bengaluru,560078,C0183,4,9.8,night,delivered,
ORD01261,2026-03-12 11:35:00,opp school 6th cross marathahalli bengaluru,Bengaluru,,C0791,4,5.9,morning,delivered,
ORD01262,2026-03-20 18:35:00,behind mall 3th cross jayanagar bengaluru,Bengaluru,560011,C0760,1,2.5,evening,failed,pincode_mismatch
ORD01263,2026-03-06 20:05:00,beside park 5th cross jp nagar,Bengaluru,560078,C1075,0,11.1,night,delivered,
ORD01264,2026-03-25 18:45:00,behind mall 6th cross bellandur bengaluru,Bengaluru,560103,C0454,0,18.5,evening,failed,rescheduled
ORD01265,2026-03-20 09:25:00,close to lake 5th cross jayanagar bengaluru,Bengaluru,560011,C0840,1,12.5,morning,delivered,
ORD01266,2026-03-25 09:45:00,behind mall 9th cross jayanagar bengaluru,Bengaluru,,C1179,1,11.7,morning,delivered,
ORD01267,2026-03-19 20:45:00,near metro 8th crs kengeri blru,Bengaluru,,C0089,0,5.7,night,delivered,
ORD01268,2026-03-28 13:25:00,beside park 10th crs jp nagar blru ???,Bengaluru,560078,C0619,0,13.0,afternoon,failed,rescheduled
ORD01269,2026-03-13 16:25:00,opp school 12th cross bellandur bengaluru,Bengaluru,560103,C0946,0,12.6,afternoon,delivered,
ORD01270,2026-03-17 16:25:00,beside park 1th cross electronic city bengaluru,Bengaluru,560100,C0448,0,7.3,afternoon,delivered,
ORD01271,2026-03-12 13:55:00,near temple 4th cross hsr layout bengaluru ???,Bengaluru,560102,C0376,0,14.2,afternoon,failed,customer_unavailable
ORD01272,2026-03-24 11:55:00,beside park 4th cross marathahalli,Bengaluru,560037,C1187,2,4.7,morning,delivered,
ORD01273,2026-03-23 18:55:00,near metro 11th cross marathahalli bengaluru,Bengaluru,,C0782,1,15.8,evening,delivered,
ORD01274,2026-03-26 09:15:00,beside park 5th cross bellandur,Bengaluru,560103,C0318,1,19.5,morning,delivered,
ORD01275,2026-03-02 18:25:00,opp school 8th cross whitefield bengaluru,Bengaluru,560066,C0408,2,12.6,evening,delivered,
ORD01276,2026-03-05 11:45:00,near temple 4th cross whitefield ???,Bengaluru,560066,C0837,0,3.6,morning,delivered,
ORD01277,2026-03-24 16:05:00,near temple 8th cross jp nagar bengaluru,Bengaluru,560078,C0646,1,9.1,afternoon,delivered,
ORD01278,2026-03-06 20:05:00,opp school 12th cross whitefield bengaluru,Bengaluru,560066,C0060,0,2.1,night,delivered,
ORD01279,2026-03-26 13:55:00,near metro 12th cross whitefield bengaluru ???,Bengaluru,560000,C0334,0,6.6,afternoon,delivered,
ORD01280,2026-03-10 20:15:00,behind mall 11th cross indiranagar bengaluru,Bengaluru,560038,C0976,0,16.5,evening,failed,out_of_zone
ORD01281,2026-03-04 13:35:00,beside park 6th cross electronic city bengaluru,Bengaluru,560100,C0961,2,18.8,afternoon,delivered,
ORD01282,2026-03-28 13:45:00,close to lake 6th cross indiranagar bengaluru,Bengaluru,560000,C1039,0,7.0,afternoon,delivered,
ORD01283,2026-03-08 11:35:00,opp school 2th crs indiranagar,Bengaluru,560000,C0086,1,15.6,morning,delivered,
ORD01284,2026-03-23 20:25:00,near temple 8th cross whitefield bengaluru,Bengaluru,560000,C0462,2,15.1,night,delivered,
ORD01285,2026-03-04 11:25:00,close to lake 2th cross bellandur bengaluru,Bengaluru,560103,C0795,1,5.8,morning,delivered,
ORD01286,2026-03-18 11:15:00,beside park 3th cross jayanagar bengaluru,Bengaluru,560011,C0784,0,7.9,morning,delivered,
ORD01287,2026-03-24 11:55:00,near temple 5th cross whitefield bengaluru,Bengaluru,560066,C0678,0,6.5,afternoon,delivered,
ORD01288,2026-03-01 13:35:00,close to lake 6th crs btm layout blru,Bengaluru,560076,C0918,0,8.1,afternoon,delivered,
ORD01289,2026-03-23 13:45:00,near metro 12th cross jp nagar bengaluru,Bengaluru,560078,C0972,0,13.1,afternoon,delivered,
ORD01290,2026-03-12 11:15:00,opp school 10th crs electronic city blru,Bengaluru,560100,C0310,0,2.5,morning,delivered,
ORD01291,2026-03-03 13:05:00,near metro 6th cross bellandur bengaluru,Bengaluru,,C0501,3,18.6,afternoon,failed,out_of_zone
ORD01292,2026-03-06 20:35:00,beside park 2th cross indiranagar bengaluru,Bengaluru,,C1129,2,13.6,night,delivered,
ORD01293,2026-03-07 09:15:00,near metro 9th cross electronic city bengaluru,Bengaluru,,C0172,0,11.2,morning,failed,customer_unavailable
ORD01294,2026-03-26 09:15:00,opp school 7th cross indiranagar bengaluru,Bengaluru,560038,C0018,1,18.3,evening,failed,wrong_address
ORD01295,2026-03-11 09:45:00,close to lake 1th crs bellandur blru,Bengaluru,560103,C1020,1,8.4,morning,delivered,
ORD01296,2026-03-16 20:45:00,beside park 5th cross jp nagar bengaluru,Bengaluru,560078,C0892,0,7.2,night,delivered,
ORD01297,2026-03-22 11:25:00,near temple 4th cross indiranagar bengaluru,Bengaluru,560038,C0519,1,14.6,morning,delivered,
ORD01298,2026-03-10 11:05:00,near temple 2th cross kengeri bengaluru,Bengaluru,560060,C0569,3,18.4,morning,delivered,
ORD01299,2026-03-04 20:45:00,opp school 7th cross bellandur,Bengaluru,,C0005,1,4.8,night,failed,wrong_address
ORD01300,2026-03-24 13:15:00,behind mall 11th crs btm layout blru,Bengaluru,,C0482,0,11.3,afternoon,delivered,
ORD01301,2026-03-12 20:05:00,near metro 10th crs kengeri blru,Bengaluru,560060,C0937,0,8.9,night,delivered,
ORD01302,2026-03-06 11:15:00,beside park 11th cross marathahalli bengaluru,Bengaluru,560037,C0171,4,4.9,morning,delivered,
ORD01303,2026-03-04 13:55:00,opp school 7th cross kengeri bengaluru,Bengaluru,560060,C0223,4,18.3,afternoon,delivered,
ORD01304,2026-03-05 09:15:00,near temple 11th cross btm layout bengaluru,Bengaluru,560076,C0383,2,4.8,morning,delivered,
ORD01305,2026-03-24 20:45:00,close to lake 1th cross jp nagar bengaluru,Bengaluru,560078,C0089,1,7.2,night,failed,out_of_zone
ORD01306,2026-03-01 18:15:00,opp school 2th cross electronic city bengaluru,Bengaluru,560100,C0944,3,10.9,evening,delivered,
ORD01307,2026-03-12 20:05:00,behind mall 6th cross kengeri bengaluru,Bengaluru,560060,C0309,0,17.2,night,delivered,
ORD01308,2026-03-23 16:25:00,near metro 2th crs marathahalli blru,Bengaluru,560037,C1159,0,8.3,afternoon,delivered,
ORD01309,2026-03-08 13:25:00,behind mall 3th cross indiranagar bengaluru,Bengaluru,560000,C0293,1,12.9,afternoon,delivered,
ORD01310,2026-03-19 16:35:00,near temple 9th crs bellandur blru,Bengaluru,560103,C1020,0,15.5,afternoon,delivered,
ORD01311,2026-03-22 18:25:00,near metro 9th cross jayanagar bengaluru,Bengaluru,560000,C0939,1,8.7,evening,failed,pincode_mismatch
ORD01312,2026-03-24 11:35:00,near metro 1th cross electronic city bengaluru,Bengaluru,560100,C1055,2,3.0,morning,delivered,
ORD01313,2026-03-06 09:25:00,near temple 7th cross marathahalli bengaluru,Bengaluru,560037,C1115,3,1.6,morning,failed,customer_unavailable
ORD01314,2026-03-12 18:25:00,opp school 11th cross jayanagar bengaluru,Bengaluru,560011,C1129,2,1.0,evening,delivered,
ORD01315,2026-03-24 18:45:00,opp school 1th crs whitefield blru,Bengaluru,560066,C0097,2,15.1,evening,delivered,
ORD01316,2026-03-22 11:05:00,near metro 6th cross btm layout,Bengaluru,560076,C0600,0,13.9,morning,delivered,
ORD01317,2026-03-25 18:25:00,behind mall 7th cross hsr layout,Bengaluru,560102,C0040,2,19.6,evening,delivered,
ORD01318,2026-03-06 18:35:00,beside park 6th cross hsr layout bengaluru,Bengaluru,560102,C0621,1,1.7,evening,delivered,
ORD01319,2026-03-20 11:45:00,beside park 6th cross jayanagar bengaluru,Bengaluru,560011,C0259,0,6.2,morning,delivered,
ORD01320,2026-03-20 13:25:00,opp school 3th crs hsr layout,Bengaluru,560102,C0604,3,3.6,afternoon,delivered,
ORD01321,2026-03-16 09:25:00,behind mall 10th cross jp nagar bengaluru,Bengaluru,560078,C0475,3,6.8,morning,delivered,
ORD01322,2026-03-01 11:25:00,near temple 3th cross kengeri bengaluru,Bengaluru,560060,C0511,0,3.6,morning,failed,out_of_zone
ORD01323,2026-03-03 20:15:00,close to lake 3th cross indiranagar bengaluru,Bengaluru,560038,C1098,0,14.6,night,delivered,
ORD01324,2026-03-20 20:15:00,near metro 11th cross kengeri bengaluru,Bengaluru,560060,C0641,0,13.8,night,delivered,
ORD01325,2026-03-17 16:05:00,near temple 9th cross hsr layout,Bengaluru,560000,C0918,0,2.6,afternoon,failed,out_of_zone
ORD01326,2026-03-08 13:35:00,near metro 12th cross jayanagar bengaluru,Bengaluru,560011,C0945,1,7.8,afternoon,delivered,
ORD01327,2026-03-10 13:45:00,near metro 4th crs hsr layout blru,Bengaluru,560102,C0400,4,9.7,afternoon,failed,wrong_address
ORD01328,2026-03-03 11:35:00,near metro 3th cross kengeri,Bengaluru,560060,C0359,0,4.8,morning,delivered,
ORD01329,2026-03-26 09:25:00,opp school 6th cross kengeri bengaluru,Bengaluru,560060,C0837,1,4.7,morning,delivered,
ORD01330,2026-03-11 20:15:00,near metro 2th cross electronic city bengaluru,Bengaluru,560100,C0782,1,16.3,night,failed,out_of_zone
ORD01331,2026-03-15 20:35:00,behind mall 4th cross hsr layout bengaluru,Bengaluru,560102,C0771,3,12.3,night,delivered,
ORD01332,2026-03-02 13:25:00,near metro 10th cross marathahalli bengaluru,Bengaluru,560037,C0480,1,16.0,afternoon,delivered,
ORD01333,2026-03-23 11:05:00,beside park 5th cross electronic city bengaluru,Bengaluru,560100,C0938,1,6.5,night,delivered,
ORD01334,2026-03-06 13:35:00,close to lake 10th cross bellandur bengaluru,Bengaluru,560103,C0106,3,16.7,afternoon,delivered,
ORD01335,2026-03-15 11:05:00,close to lake 2th cross indiranagar bengaluru,Bengaluru,560038,C0926,1,11.2,morning,delivered,
